1.78522563722E12, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
1.785225659494E12, 1.33, 4.0, 1.3900000000000001, 1.16, 0.0, 3.33, 129.20000000000002, 89.4, 0.0, 1.0
1.78522566092E12, 2.7600000000000002, 9.200000000000001, 1.3900000000000001, 1.16, 1.35, 3.33, 129.20000000000002, 89.4, 0.0, 1.0
1.785225661594E12, 3.54, 12.200000000000001, 1.1500000000000001, 0.68, 1.35, 8.27, 161.70000000000002, 98.5, 323.8, 2.0
1.785225663169E12, 5.0600000000000005, 17.900000000000002, 1.1500000000000001, 0.68, 1.41, 8.27, 161.70000000000002, 98.5, 323.8, 2.0
1.785225663845E12, 5.73, 20.6, 1.09, 0.59, 1.41, 8.38, 174.70000000000002, 96.80000000000001, 342.0, 3.0
1.785225665495E12, 7.36, 26.900000000000002, 1.09, 0.59, 1.53, 8.38, 174.70000000000002, 96.80000000000001, 342.0, 3.0
1.785225666169E12, 8.06, 29.8, 1.12, 0.61, 1.53, 9.14, 151.20000000000002, 85.5, 394.40000000000003, 4.0
1.785225667744E12, 9.66, 35.9, 1.12, 0.61, 1.51, 9.14, 151.20000000000002, 85.5, 394.40000000000003, 4.0
1.785225668494E12, 10.36, 38.7, 1.12, 0.62, 1.51, 8.98, 139.3, 80.4, 378.3, 5.0
1.785225669995E12, 11.9, 44.5, 1.12, 0.62, 1.43, 8.98, 139.3, 80.4, 378.3, 5.0
1.785225670744E12, 12.61, 47.400000000000006, 1.1500000000000001, 0.63, 1.43, 8.700000000000001, 150.0, 88.30000000000001, 365.1, 6.0
1.785225672319E12, 14.24, 53.7, 1.1500000000000001, 0.63, 1.5, 8.700000000000001, 150.0, 88.30000000000001, 365.1, 6.0
1.785225672993E12, 14.89, 56.300000000000004, 1.06, 0.5700000000000001, 1.5, 8.85, 146.3, 84.0, 379.20000000000005, 7.0
1.785225674644E12, 16.51, 62.400000000000006, 1.06, 0.5700000000000001, 1.51, 8.85, 146.3, 84.0, 379.20000000000005, 7.0
1.785225675244E12, 17.17, 65.10000000000001, 1.09, 0.6, 1.51, 8.82, 150.4, 84.4, 363.6, 8.0
1.785225676969E12, 18.84, 71.3, 1.09, 0.6, 1.53, 8.82, 150.4, 84.4, 363.6, 8.0
1.785225677644E12, 19.52, 74.0, 1.09, 0.61, 1.53, 8.91, 123.5, 72.8, 362.6, 9.0
1.785225679218E12, 21.13, 79.9, 1.09, 0.61, 1.5, 8.91, 123.5, 72.8, 362.6, 9.0
1.785225679969E12, 21.86, 82.7, 1.09, 0.65, 1.5, 8.700000000000001, 131.6, 72.60000000000001, 335.8, 10.0
1.785225681621E12, 23.52, 88.7, 1.09, 0.65, 1.55, 8.700000000000001, 131.6, 72.60000000000001, 335.8, 10.0
1.785225682369E12, 24.26, 91.5, 1.12, 0.64, 1.55, 8.76, 134.0, 81.2, 333.1, 11.0
1.785225684019E12, 25.89, 97.5, 1.12, 0.64, 1.53, 8.76, 134.0, 81.2, 333.1, 11.0
1.785225684697E12, 26.62, 100.30000000000001, 1.12, 0.66, 1.53, 8.92, 125.0, 70.9, 347.5, 12.0
1.785225686344E12, 28.27, 106.30000000000001, 1.12, 0.66, 1.51, 8.92, 125.0, 70.9, 347.5, 12.0
1.785225687093E12, 28.98, 109.0, 1.12, 0.67, 1.51, 8.69, 136.70000000000002, 73.60000000000001, 330.3, 13.0
1.785225688745E12, 30.62, 115.0, 1.12, 0.67, 1.53, 8.69, 136.70000000000002, 73.60000000000001, 330.3, 13.0
1.78522568942E12, 31.32, 117.7, 1.09, 0.62, 1.53, 8.61, 134.20000000000002, 81.2, 331.1, 14.0
1.785225691068E12, 32.99, 123.80000000000001, 1.09, 0.62, 1.54, 8.61, 134.20000000000002, 81.2, 331.1, 14.0
1.785225691818E12, 33.68, 126.4, 1.06, 0.62, 1.54, 8.74, 140.3, 74.8, 337.40000000000003, 15.0
1.785225693394E12, 35.28, 132.3, 1.06, 0.62, 1.48, 8.74, 140.3, 74.8, 337.40000000000003, 15.0
1.785225694143E12, 36.01, 135.0, 1.12, 0.66, 1.48, 8.59, 131.6, 72.4, 328.20000000000005, 16.0
1.785225695718E12, 37.59, 140.8, 1.12, 0.66, 1.49, 8.59, 131.6, 72.4, 328.20000000000005, 16.0
1.785225696393E12, 38.29, 143.4, 1.06, 0.63, 1.49, 8.47, 118.10000000000001, 66.5, 322.0, 17.0
1.785225698043E12, 39.89, 149.1, 1.06, 0.63, 1.48, 8.47, 118.10000000000001, 66.5, 322.0, 17.0
1.785225698794E12, 40.660000000000004, 152.1, 1.18, 0.68, 1.48, 8.52, 158.10000000000002, 84.30000000000001, 315.20000000000005, 18.0
1.785225700368E12, 42.230000000000004, 157.9, 1.18, 0.68, 1.47, 8.52, 158.10000000000002, 84.30000000000001, 315.20000000000005, 18.0
1.785225701043E12, 42.96, 160.9, 1.18, 0.66, 1.47, 8.83, 152.5, 82.60000000000001, 359.0, 19.0
1.785225702693E12, 44.6, 167.10000000000002, 1.18, 0.66, 1.5, 8.83, 152.5, 82.60000000000001, 359.0, 19.0
1.785225703368E12, 45.29, 169.8, 1.12, 0.63, 1.5, 8.91, 138.0, 75.5, 368.1, 20.0
1.785225705019E12, 46.92, 175.8, 1.12, 0.63, 1.5, 8.91, 138.0, 75.5, 368.1, 20.0
1.785225705693E12, 47.61, 178.5, 1.09, 0.64, 1.5, 8.77, 124.10000000000001, 70.8, 348.70000000000005, 21.0
1.785225707418E12, 49.21, 184.3, 1.09, 0.64, 1.49, 8.77, 124.10000000000001, 70.8, 348.70000000000005, 21.0
1.785225708018E12, 49.95, 187.10000000000002, 1.12, 0.67, 1.49, 8.63, 121.60000000000001, 65.4, 328.3, 22.0
1.785225709593E12, 51.480000000000004, 192.60000000000002, 1.12, 0.67, 1.41, 8.63, 121.60000000000001, 65.4, 328.3, 22.0
1.785225710344E12, 52.24, 195.5, 1.1500000000000001, 0.7000000000000001, 1.41, 8.34, 128.70000000000002, 67.5, 309.90000000000003, 23.0
1.785225711917E12, 53.78, 201.0, 1.1500000000000001, 0.7000000000000001, 1.42, 8.34, 128.70000000000002, 67.5, 309.90000000000003, 23.0
1.785225712667E12, 54.51, 203.8, 1.12, 0.66, 1.42, 8.33, 135.70000000000002, 75.4, 313.6, 24.0
1.785225714243E12, 56.13, 209.70000000000002, 1.12, 0.66, 1.48, 8.33, 135.70000000000002, 75.4, 313.6, 24.0
1.785225714996E12, 56.83, 212.4, 1.12, 0.66, 1.48, 8.620000000000001, 149.70000000000002, 73.4, 332.8, 25.0
