0.0, 86.0
0.0, 86.0
0.842, 87.0
1.852, 87.0
2.82, 88.0
3.878, 88.0
4.824, 88.0
5.859, 88.0
6.892, 88.0
7.928, 88.0
8.85, 88.0
9.817, 88.0
10.831, 88.0
11.822, 88.0
12.834, 87.0
13.822, 87.0
14.859, 87.0
15.828, 87.0
16.884, 87.0
17.85, 87.0
18.819, 87.0
19.832, 87.0
20.843, 87.0
21.833, 87.0
22.821, 87.0
23.88, 87.0
24.87, 87.0
25.86, 87.0
26.851, 87.0
27.817, 87.0
28.833, 86.0
29.821, 85.0
30.834, 85.0
31.823, 84.0
32.858, 84.0
33.894, 85.0
34.883, 85.0
35.827, 85.0
36.818, 85.0
37.83, 86.0
38.82, 87.0
39.831, 88.0
40.823, 91.0
41.859, 94.0
42.958, 96.0
43.882, 97.0
44.852, 97.0
45.883, 97.0
46.83, 96.0
47.818, 95.0
48.831, 94.0
49.823, 93.0
50.854, 94.0
51.846, 95.0
52.858, 96.0
53.849, 97.0
54.841, 99.0
55.852, 100.0
56.819, 101.0
57.896, 103.0
58.822, 104.0
59.898, 105.0
60.823, 107.0
61.858, 108.0
62.826, 110.0
63.839, 111.0
64.828, 112.0
65.819, 113.0
66.876, 113.0
67.908, 114.0
68.879, 114.0
69.846, 115.0
70.858, 115.0
71.85, 116.0
72.86, 117.0
73.829, 117.0
74.932, 118.0
75.898, 118.0
76.822, 119.0
77.878, 119.0
78.847, 120.0
79.835, 120.0
80.85, 121.0
81.84, 121.0
82.826, 122.0
83.817, 122.0
84.828, 123.0
85.819, 123.0
86.855, 123.0
87.867, 123.0
88.857, 123.0
89.823, 124.0
90.837, 124.0
91.828, 124.0
92.841, 125.0
93.829, 125.0
94.82, 125.0
95.854, 126.0
96.845, 126.0
97.877, 127.0
98.825, 127.0
99.835, 128.0
100.85, 129.0
101.818, 129.0
102.829, 129.0
103.819, 130.0
104.877, 130.0
105.842, 131.0
106.879, 131.0
107.823, 131.0
108.835, 131.0
109.826, 131.0
110.905, 132.0
111.851, 132.0
112.862, 132.0
113.83, 132.0
114.82, 132.0
115.854, 132.0
116.844, 132.0
117.902, 132.0
118.891, 132.0
119.905, 132.0
120.873, 132.0
121.864, 132.0
122.853, 133.0
123.843, 133.0
125.011, 133.0
125.89, 133.0
126.836, 133.0
127.822, 134.0
128.838, 134.0
129.835, 134.0
130.864, 134.0
131.829, 134.0
132.843, 135.0
133.853, 135.0
134.821, 135.0
135.834, 135.0
136.822, 135.0
137.882, 135.0
138.846, 135.0
139.839, 135.0
140.854, 135.0
141.82, 135.0
142.854, 135.0
143.845, 135.0
144.835, 135.0
145.826, 136.0
146.905, 136.0
147.828, 136.0
148.839, 136.0
149.852, 136.0
150.842, 136.0
151.853, 136.0
152.821, 136.0
153.925, 137.0
154.892, 137.0
155.903, 137.0
156.87, 137.0
157.907, 138.0
158.852, 138.0
159.84, 138.0
160.853, 139.0
161.842, 139.0
162.833, 139.0
163.824, 139.0
164.903, 140.0
165.851, 140.0
166.861, 140.0
167.851, 140.0
168.838, 140.0
169.854, 140.0
170.821, 140.0
171.847, 140.0
172.868, 141.0
173.837, 141.0
174.848, 141.0
175.861, 141.0
176.874, 141.0
177.842, 141.0
178.855, 141.0
179.843, 142.0
180.831, 142.0
181.823, 142.0
182.902, 142.0
183.846, 142.0
184.859, 142.0
185.827, 142.0
186.929, 142.0
187.852, 142.0
188.819, 142.0
189.833, 142.0
190.823, 142.0
191.832, 142.0
192.847, 143.0
193.836, 143.0
194.849, 143.0
195.818, 143.0
196.851, 143.0
197.818, 143.0
198.854, 143.0
199.821, 143.0
200.833, 143.0
201.848, 143.0
202.858, 143.0
203.827, 143.0
204.839, 142.0
205.851, 142.0
206.821, 142.0
207.854, 142.0
208.867, 142.0
209.946, 142.0
210.845, 142.0
211.859, 142.0
212.848, 141.0
213.838, 140.0
214.85, 140.0
215.84, 140.0
216.832, 140.0
217.819, 140.0
218.901, 139.0
219.823, 139.0
220.858, 139.0
221.828, 138.0
222.839, 136.0
223.91, 135.0
224.817, 134.0
225.829, 133.0
226.821, 131.0
227.833, 131.0
228.867, 129.0
229.835, 128.0
230.847, 127.0
231.86, 126.0
232.872, 125.0
233.84, 124.0
234.829, 124.0
235.887, 123.0
236.831, 122.0
237.843, 122.0
238.881, 122.0
239.824, 121.0
240.859, 121.0
241.85, 121.0
242.815, 120.0
243.873, 119.0
244.819, 118.0
245.9, 117.0
246.868, 117.0
247.858, 116.0
248.845, 116.0
249.836, 115.0
250.825, 115.0
251.861, 115.0
252.829, 116.0
253.82, 116.0
254.898, 117.0
255.867, 118.0
256.834, 119.0
257.845, 120.0
258.835, 121.0
259.848, 122.0
260.882, 123.0
261.874, 124.0
262.842, 125.0
263.896, 126.0
264.843, 127.0
265.945, 128.0
266.845, 129.0
267.835, 129.0
268.848, 130.0
269.838, 130.0
270.826, 131.0
271.841, 132.0
272.897, 132.0
273.842, 132.0
274.856, 133.0
275.866, 133.0
276.835, 134.0
277.848, 134.0
278.838, 135.0
279.849, 136.0
280.861, 136.0
281.897, 137.0
282.82, 138.0
283.855, 138.0
284.867, 139.0
285.871, 139.0
286.847, 140.0
287.86, 140.0
288.828, 140.0
289.864, 141.0
290.91, 141.0
291.82, 141.0
292.831, 141.0
293.844, 141.0
294.858, 142.0
295.847, 142.0
296.835, 142.0
297.895, 143.0
298.862, 143.0
299.896, 143.0
300.842, 143.0
301.854, 143.0
302.822, 143.0
303.835, 143.0
304.845, 144.0
305.837, 144.0
306.824, 144.0
307.839, 144.0
308.848, 145.0
309.841, 145.0
310.831, 145.0
311.819, 146.0
312.832, 146.0
313.844, 146.0
314.838, 147.0
315.825, 147.0
316.883, 147.0
317.894, 147.0
318.861, 147.0
319.83, 147.0
320.817, 147.0
321.831, 148.0
322.867, 148.0
323.835, 148.0
324.825, 148.0
325.837, 149.0
326.896, 149.0
327.817, 149.0
328.831, 149.0
329.819, 149.0
330.833, 149.0
331.845, 148.0
332.833, 148.0
333.825, 147.0
334.881, 147.0
335.893, 147.0
336.861, 147.0
337.829, 146.0
338.842, 146.0
339.944, 146.0
340.845, 147.0
341.856, 147.0
342.823, 147.0
343.859, 147.0
344.894, 147.0
345.839, 147.0
346.829, 147.0
347.819, 147.0
