1.785140406348E12, 0.0, 0.0
1.785140406797E12, 0.0, 0.0
1.785140407397E12, 0.0, 0.0
1.785140407848E12, 0.0, 0.0
1.785140408298E12, 0.0, 0.0
1.785140408824E12, 0.0, 0.0
1.785140409347E12, 0.0, 0.0
1.785140409798E12, 0.0, 0.0
1.785140410321E12, 0.0, 0.0
1.785140410848E12, 0.0, 0.0
1.785140411298E12, 0.0, 0.0
1.785140411899E12, 0.0, 0.0
1.785140412348E12, 0.0, 0.0
1.785140412798E12, 0.0, 0.0
1.785140413323E12, 0.0, 0.0
1.785140413848E12, 0.0, 0.0
1.785140414297E12, 0.0, 0.0
1.785140414822E12, 0.0, 0.0
1.785140415347E12, 0.0, 0.0
1.785140415797E12, 0.0, 0.0
1.785140416396E12, 0.0, 0.0
1.785140416848E12, 0.0, 0.0
1.785140417299E12, 0.0, 0.0
1.785140417822E12, 0.0, 0.0
1.785140418347E12, 0.0, 0.0
1.785140418798E12, 0.0, 0.0
1.785140419323E12, 0.0, 0.0
1.785140419849E12, 0.0, 0.0
1.785140420297E12, 0.0, 0.0
1.785140420897E12, 0.0, 0.0
1.785140421348E12, 0.0, 0.0
1.785140421799E12, 0.0, 0.0
1.785140422322E12, 0.0, 0.0
1.785140422847E12, 0.0, 0.0
1.785140423373E12, 0.0, 0.0
1.785140423822E12, 0.0, 0.0
1.785140424347E12, 0.0, 0.0
1.785140424798E12, 0.0, 0.0
1.785140425397E12, 0.0, 0.0
1.785140425923E12, 0.0, 0.0
1.785140426297E12, 0.0, 0.0
1.78514042682E12, 0.0, 0.0
1.785140427346E12, 0.0, 0.0
1.785140427796E12, 0.0, 0.0
1.785140428323E12, 0.0, 0.0
1.785140428847E12, 0.0, 0.0
1.785140429297E12, 0.0, 0.0
1.785140429897E12, 0.0, 0.0
1.785140430346E12, 0.0, 0.0
1.785140430797E12, 0.0, 0.0
1.785140431323E12, 0.0, 0.0
1.785140431847E12, 0.0, 0.0
1.785140432297E12, 0.0, 0.0
1.785140432822E12, 0.0, 0.0
1.785140433347E12, 0.0, 0.0
1.785140433797E12, 0.0, 0.0
1.785140434396E12, 0.0, 0.0
1.785140434848E12, 0.0, 0.0
1.785140435296E12, 0.0, 0.0
1.785140435896E12, 0.35000000000000003, 0.7000000000000001
1.785140436346E12, 0.89, 2.4000000000000004
1.785140436872E12, 1.43, 4.0
1.785140437395E12, 1.92, 5.5
1.785140437995E12, 2.41, 6.800000000000001
1.785140438445E12, 2.89, 8.0
1.785140438896E12, 3.43, 9.5
1.785140439421E12, 3.93, 11.100000000000001
1.785140439947E12, 4.43, 12.600000000000001
1.785140440397E12, 4.94, 14.100000000000001
1.785140440922E12, 5.46, 15.700000000000001
1.785140441447E12, 5.96, 17.7
1.785140441896E12, 6.45, 19.5
1.785140442495E12, 6.96, 21.200000000000003
1.785140442946E12, 7.49, 22.900000000000002
1.78514044347E12, 7.98, 24.8
1.785140443922E12, 8.49, 26.700000000000003
1.785140444446E12, 8.99, 28.5
1.785140444971E12, 9.5, 30.1
1.785140445495E12, 10.01, 31.900000000000002
1.785140446097E12, 10.51, 33.800000000000004
1.785140446547E12, 11.01, 35.5
1.785140446996E12, 11.49, 37.1
1.785140447521E12, 12.02, 38.800000000000004
1.785140447972E12, 12.52, 40.7
1.785140448494E12, 13.030000000000001, 42.5
1.785140449097E12, 13.52, 44.2
1.785140449545E12, 14.040000000000001, 45.800000000000004
1.785140449995E12, 14.56, 48.0
1.785140450597E12, 15.06, 50.0
1.785140451046E12, 15.530000000000001, 51.800000000000004
1.785140451496E12, 16.05, 53.6
1.785140452021E12, 16.580000000000002, 55.6
1.785140452545E12, 17.06, 57.7
1.785140453071E12, 17.57, 59.6
1.78514045352E12, 18.07, 61.5
1.785140454046E12, 18.59, 63.300000000000004
1.785140454647E12, 19.09, 65.3
